obj,super_obj
"creative, artistic and performing activities","Creative, arts and entertainment activities"
mathematisation,mental process
concealment of death,concealment
research ethics,scientific ethics
scientific ethics,ethics
scientific ethics,applied ethics
planned process,process
impersonator,human
creation,ceremony
hypocrisy,attitude
village community,community
imaginary character,abstract being
prize money,bounty
bounty,grant
bounty,stimulus
bounty,incentive
prize money,prize
prize,award
creation,hypothetical event
ethics,philosophy
applied ethics,ethics
creation,occurrence
lottery fraud,fraud
lottery fraud,lottery
lottery,game of chance
lottery fraud,counterfeiting
counterfeiting,crime
monster,congenital disorder
congenital disorder,disease
congenital disorder,particular disease
solidarity,social relation
rural society,society
evil,immorality
child sexual abuse,sexual abuse
sexual abuse,abuse
sexual abuse,offense against sexual self-determination
sexual abuse,sex crime
child sexual abuse,child abuse
gothic horror film,horror film
gothic horror film,gothic film
gothic horror film,gothic horror fiction
gothic horror fiction,horror fiction
gothic horror fiction,Gothic fiction
safety,condition
safety,practice
practice,activity
extermination,extinction
extinction,end
extinction,biological risk
Meteor,fighter
fighter,combat airplane
Meteor,first-generation jet fighter
first-generation jet fighter,fighter
first-generation jet fighter,jet aircraft
Meteor,land-based fighter monoplane
land-based fighter monoplane,fighter monoplane
land-based fighter monoplane,land-based fighter
land-based fighter monoplane,land-based powered monoplane
land-based fighter monoplane,land-based combat monoplane
Meteor,weather satellite
weather satellite,Earth observation satellite
weather satellite,research satellite
media industry,industrial sector
speciesism,discrimination
historiography,nonfiction
nonfiction,work
historiography,recorded history
recorded history,nonfiction
recorded history,narrative
historiography,group of literary works
group of literary works,literary work
group of literary works,group of works
opportunism,behavior
intellect,Q19631780
Q19631780,power
social hierarchy,hierarchy
hierarchy,system
hierarchy,sequence
hierarchy,structure
safety,technological component
technological component,tool
technological component,component
safety,protective device
protective device,equipment
Earthquake,cocktail
Emotional competence,social competence
social competence,competence
Emotional competence,social skill
social control,control
control,surveillance
control,management cybernetics
control,control
Nebula Award for Best Script,Nebula Award
Nebula Award,literary award
Nebula Award,science fiction award
extortion,crime
extortion,coercion
extortion,Vermögensdelikt
Meteor,circus skill
vortex,fluid flow
fluid flow,motion
Superman,gene
gene,nucleic acid sequence
gene,biological sequence
gene,biological region
adventure travel,tourism
tourism,service sector
tourism,tourism industry
tourism,tourism management
vortex,monster
storytelling,oral media
oral media,media
storytelling,narration
narration,communication
historiography,historical epistemology
historical epistemology,epistemology
patriarchy,kyriarchy
kyriarchy,hierarchy
patriarchy,social system
social system,system
pornographic film,pornography
pornographic film,film
sorority,fraternities and sororities
fraternities and sororities,corporation
fraternities and sororities,social organization
loss,defeat
defeat,failure
defeat,result
loss,condition
loss,reduction
concert film,film
sorority,solidarity
gender relations,social relation
Cleveland,Orthodox Judaism
offense against sexual self-determination,violation of law
sex crime,crime
sex crime,sexual norm
Abruzzo,Italian wine
Italian wine,wine
Asia,cola
cola,soft drink
Tequila Sunrise,cocktail
Tequila Sunrise,long drink
long drink,mixed drink
resurrection,faith
resurrection,vivification
vivification,hypothetical event
case of death,occurrence
Islamic fundamentalism,religious fundamentalism
religious fundamentalism,fundamentalism
resistance movement,political movement
political movement,social movement
political movement,political organization
resistance movement,behavior
resistance movement,organization
resistance movement,social movement
social movement,world view
social movement,activism
social movement,group action
social movement,group of humans
resistance movement,resist
resist,behavior
eminent domain,nationalization
nationalization,public policy
nationalization,redistribution of property
family estrangement,social relation
genius,human
betrayal,transgression
betrayal,human activity
human activity,human behavior
various authors,author
author,creator
various authors,collective
collective,organization
collective,group of humans
various authors,group of humans
Mummy,undead in a work of fiction
undead in a work of fiction,supernatural being in a work of fiction
undead in a work of fiction,fictional liminal entity
David di Donatello for Best Director,award for best direction
crisis,risk
risk,possibility
crisis,occurrence
Culture gap,relation
women in prison film,prison film
women in prison film,exploitation film
women in prison film,woman's film
genius,daemon
daemon,Greek deity
errantry,behavior
Argentine tango,tango
tango,partner dance
tango,social dance
Argentine tango,tango music
tango music,dance music
tango music,music of Latin America
tango music,Latin music
Argentine tango,Argentinian dance
Argentinian dance,South American dance
jazz,popular music
cabal,Western esotericism
Western esotericism,esotericism
social prestige,repute
repute,social status
virtual reality,simulation
simulation,experiment
simulation,mathematical model
virtual reality,extended reality
extended reality,technology
virtual reality,virtual place
virtual place,system
virtual place,location
Naboo,Arnhem
Arnhem,Australian Aboriginal languages
German Film Award for Best Cinematography,award for best photography
Deutscher Filmpreis for best actor in a supporting role,award for best supporting actor
award for best supporting actor,film award category
award for best supporting actor,award for actor/actress
award for best supporting actor,theatre award category
German Film Award for Best Direction,award for best direction
German Film Award for Best Editing,award for best editing
award for best editing,film award category
German Film Award for Best Feature Film,award for best film
stress,stress
stress,risk factor
stress,biological process
Writers Guild of America Award,award
stress,behavior
relationship forming,creation
rocketry,aerospace industry
aerospace industry,industrial sector
national security,security
security hacker,hacker
hacker,human
hacker,computer scientist
hacker,nerd
death threat,threat
threat,persuasion
threat,offense against personal freedom
threat,signal
threat,threat
death threat,Q11874471
Q11874471,threat
pacifism,nonviolence
nonviolence,philosophical movement
nonviolence,group action
role,relative quality
human hand,hand
hand,autopod region
hand,manipulator
hand,particular anatomical entity
human hand,human anatomical structure
human anatomical structure,animal structure
high society,lifestyle
lifestyle,human behavior
lifestyle,way of life
BT,dive bomber
dive bomber,bomber
dive bomber,attack aircraft
thriller anime,anime
thriller anime,thriller film
mystery anime,anime
mystery anime,mystery fiction
social worker,social worker
social worker,worker
Lebanon,Columba livia domestica
Columba livia domestica,Rock Dove
Columba livia domestica,domesticated bird
Lebanon,fancy pigeon
fancy pigeon,Columba livia domestica
Lebanon,form pigeons
form pigeons,Columba livia domestica
form pigeons,fancy pigeon
People's Choice Award for Favorite Movie Actress,award for favorite (...)
geographic region,geographical feature
geographic region,region in space
geographic location,physical location
geographic location,geographic entity
beauty contest,competition
beauty contest,competitive examination
competitive examination,test
competitive examination,competition
beauty contest,recurring event
recurring event,event
recurring event,periodic process
anime,body armor
body armor,armor
anime,defensive weapon
defensive weapon,weapon
worker,person
audiovisual work,intangible good
audiovisual work,creative work
audiovisual work,time-based visual work
audiovisual work,video and/or audio work
European Film Award for Best Documentary,award for best film by genre
award for best film by genre,film award category
award for best film by genre,award for best film
Mary Pickford,cocktail
found footage,reuse
reuse,use
reuse,repetition
found footage,spolia
spolia,architectural element
KISS,pseudorandom number generator
pseudorandom number generator,algorithm
pseudorandom number generator,computer program
pseudorandom number generator,deterministic algorithm
pseudorandom number generator,random number generator
Limbo,dance
train,costume component
costume component,clothing
costume component,component
costume component,part
found footage,found footage
found footage,pseudo-documentary
pseudo-documentary,fiction
pseudo-documentary,documentary
Limbo,anti-submarine mortar
anti-submarine mortar,anti-submarine weapon
anti-submarine mortar,mortar
social convention,social norm
social norm,conformity
social norm,rule
American Beauty,table apple
Blue Streak,missile
missile,precision-guided munition
missile,rocket
missile,ranged weapon
train,rail guided transport
rail guided transport,thoroughfare
rail guided transport,transport infrastructure
rail guided transport,line construction
train,wheeled vehicle
wheeled vehicle,land vehicle
Harvey,cooking apple
Niagara,table apple
Harvey,medical simulation
medical simulation,simulation
Harvey,Manikin
Manikin,mannequin
Manikin,anatomical model
CBS,protein-coding gene
CBS,gene
Revisionist Western,Western film
isolation,relation
isolation,absence
Piranha,armored fighting vehicle
armored fighting vehicle,combat vehicle
armored fighting vehicle,armored vehicle
Shampoo,massage
massage,medical procedure
massage,physical intimacy
sword and sorcery,fantasy
frozen concentrated orange juice,orange juice
orange juice,juice
frozen concentrated orange juice,frozen food
Excalibur,Exocet
Exocet,anti-ship missile
Arthurian romance,chivalric romance
chivalric romance,Q21081921
love for fellow humans,love
conformity,adaptation
conformity,organizational behavior
rule,message
rule,artificial entity
Vega,expendable launch vehicle
expendable launch vehicle,launch vehicle
Romani people in Italy,Romani
Romani,Indo-Aryan peoples
Romani people in Italy,Italians
Italians,Romance-speaking world
Italians,Western Europeans
Vega,dietary supplement
dietary supplement,drug
dietary supplement,pharmaceutical product
Vega,protein powder
protein powder,dietary supplement
protein powder,bodybuilding supplement
protein powder,dietary protein
protein powder,food powder
upward social mobility,social mobility
upward social mobility,transition
transition,social process
Vega,transport aircraft with 1 piston-propeller engine
transport aircraft with 1 piston-propeller engine,transport airplane with 1 engine
transport aircraft with 1 piston-propeller engine,single-engine piston plane
transport aircraft with 1 piston-propeller engine,transport aircraft with piston engines
Romani,Central Indo-Aryan
Central Indo-Aryan,Indo-Aryan
Bono,Central Tano
Central Tano,Potou–Tano
Indo-Aryan peoples,Indo-European people
Indo-Aryan peoples,people
homelessness,social issue
homelessness,houselessness
houselessness,living conditions
von Economo's disease,encephalitis
encephalitis,encephalopathy
encephalitis,neurological symptom
encephalitis,brain inflammatory disease
encephalitis,particular disease
von Economo's disease,postinfectious encephalitis
postinfectious encephalitis,encephalitis
postinfectious encephalitis,autoimmune disease of the nervous system
postinfectious encephalitis,infectious encephalitis
postinfectious encephalitis,post-infectious disorder
von Economo's disease,infectious disease with epilepsy
infectious disease with epilepsy,epilepsy
infectious disease with epilepsy,infection of the central nervous system
infectious disease with epilepsy,infectious disease
von Economo's disease,rare parkinsonian syndrome due to neurodegenerative disease
rare parkinsonian syndrome due to neurodegenerative disease,parkinsonian syndrome
von Economo's disease,particular disease
false memory,memory
memory,learning or memory
false memory,recall
recall,mental process
recall,access
false memory,memory disorder
false memory,allomnesia
allomnesia,memory disorder
personal identity,identity
Backdraft,flaming beverage
flaming beverage,cocktail
psychological stress,stress
psychological stress,risk factor
psychological stress,mental state
psychological stress,negative emotion
colonization of Mars,space colonization
space colonization,colonization
fantasy anime,anime
fantasy anime,fantasy film
fantasy anime,fantasy anime and manga
fantasy anime and manga,fantasy
fantasy anime and manga,anime and manga
Dogma,pornographic film studio
pornographic film studio,film studio
pornographic film studio,television production company
pornographic film studio,pornography company
anime film,anime
anime film,animated film
Dogma,musical group
musical group,musical ensemble
Trinity,triple deity
triple deity,triad
Baku,Indonesians
Indonesians,inhabitant
Indonesians,Asian people
Indonesians,Southeast Asians
Azerbaijan,national dance
national dance,dance
national dance,national symbol
impostor,delinquent
delinquent,criminal
impostor,impersonator
Supernova,television program
Supernova,music competition
music competition,competitive examination
music competition,art competition
playboy,man
man,human
man,adult
man,male human
playboy,pattern of behavior
lie,falsity
falsity,proposition
lie,proposition
lie,deception
Goldie,rowing team
rowing team,sports team
Hindu philosophy,religious philosophy
religious philosophy,philosophical movement
witchcraft,magic
witchcraft,sorcery
sorcery,black magic
sorcery,white magic
Oxygen,ventilator
ventilator,machine
ventilator,medical device
ventilator,medical equipment
rationality,mental state
mental state,condition
happiness,basic emotion
basic emotion,emotion
white trash,precariat
precariat,social group
white trash,socially marginalized group
socially marginalized group,social group
conformity,geologic boundary
geologic boundary,delimitation
adaptation,psychology
organizational behavior,human behavior
coincidence,phenomenon
phenomenon,occurrent
coincidence,group
group,set
ex,person
Lincoln,sheep
treatment of mental disorders,treatment
treatment,health care
treatment,medical procedure
treatment,treatment
violence against LGBT people,hate crime
hate crime,crime
violence against LGBT people,gender violence
gender violence,violence
Saturn Award for Best Performance by a Younger Actor,award for best performance
transmisandry,discrimination
coincidence,proximity
proximity,state
coincidence,partial coincidence
partial coincidence,proximity
partial coincidence,commonality
coincidence,commonality
commonality,equality
patient abuse,medical malpractice
medical malpractice,malpractice
medical malpractice,medical error
transphobia,discrimination against intersex people
discrimination against intersex people,discrimination
exile,displaced person
displaced person,migrant
exile,migrant
migrant,human
exile,occurrence
Tibetan monasticism,monasticism
monasticism,religious behaviour
Rosetta,orbit
orbit,trajectory
poverty,social issue
poverty,state
Romance,Italic
Italic,Indo-European
short film,film
Bats,Nakh
Nakh,Northeast Caucasian
White Christmas,food
food,physical object
food,disposable product
comedy of manners,comedy
Limelight,table apple
Limelight,event
event,occurrence
White Christmas,annual event
annual event,recurring event
single person,single person
single person,person
human condition,condition
surfing,water sport
water sport,sport
water sport,sports in nature
surfing,Olympic sport
surfing,boardsport
boardsport,sport
excess,quantity
quantity,mathematical object
quantity,property
quantity,numeric value
excess,flaw
flaw,condition
Gypsy,protein
protein,biopolymer
protein,gene product
protein,polypeptide
protein,biological macromolecule
dating,human behavior
excess,lifestyle
science fiction action film,action film
science fiction action film,science fiction film
film score,score
score,soundtrack
rhythm and blues,popular music
spaceflight,flight
flight,motion
flight,occurrence
flight,activity
flight,locomotion
spaceflight,traffic
traffic,system
traffic,motion
rock and roll,rock music
Hoosiers,inhabitant
inhabitant,person
Hoosiers,Americans
Hoosiers,Midwesterners
Midwesterners,inhabitant
Midwesterners,Americans
Hoosiers,Easterners
Easterners,inhabitant
Easterners,Americans
Hoosiers,Northerners
Northerners,inhabitant
Northerners,Americans
Bauhaus,Neues Bauen
Neues Bauen,modern architecture
liminal being,entity
Inferno,Autobot
Autobot,transformer
Jack Rose,short drink
Black Flag,insecticide
insecticide,pesticide
insecticide,biocide
insecticide,phytopharmaceuticals
insecticide,zoocide
Birdy,folding bicycle
folding bicycle,bicycle
Gothic,East Germanic
East Germanic,Germanic
Teenage Mutant Ninja Turtles,mutant
mutant,fictional mutant
mutant,Teenage Mutant Ninja Turtles character
Predator,unmanned aerial vehicle
Predator,medium-altitude long-endurance unmanned aircraft
medium-altitude long-endurance unmanned aircraft,unmanned aerial vehicle
unrequited love,love
near death experience,occurrence
near death experience,experience
experience,interaction
experience,qualia
experience,philosophical concept
asymmetric relation,binary relation
asymmetric relation,antisymmetric relation
asymmetric relation,endorelation
surveillance,social issue
surveillance,monitoring
management cybernetics,cybernetics
management cybernetics,management
Odin,table apple
La Bamba,Mexican folk dance
Mexican folk dance,folk dance
Mexican folk dance,Latin dance
extrasensory perception,perception
extrasensory perception,superhuman quality
extrasensory perception,psychic ability
Vixen,motor car
Predator,fictional humanoid extraterrestrial
Hook,hook
hook,fastener
hook,connector
work ethic,value
value,principle
puppetry,kleinkunst
kleinkunst,performing arts
puppetry,puppet opera
puppet opera,theatre
French,Oïl
Oïl,Gallo-Rhaetian
French,Southern European languages
Southern European languages,language
disenchantment,learning
learning,learning or memory
bibliophilia,special edition
special edition,"version, edition, or translation"
bibliophilia,"version, edition, or translation"
"version, edition, or translation",publication
disenchantment,fictional occurrence
French,inhabitant
French,European people
European people,inhabitant
French,Western Europeans
Western Europeans,inhabitant
Western Europeans,European people
disenchantment,rationalization
rationalization,defence mechanism
French,country dance
country dance,partner dance
country dance,social dance
pseudoscience,social issue
pseudoscience,pseudo-scholarship
pseudoscience,misinformation
pseudoscience,non-science
lust to kill,wish
dropout,human
British Pakistanis,British Asian
British Asian,British people
British Asian,Asian people
British Pakistanis,Pakistani diaspora
Pakistani diaspora,South Asian diaspora
misogyny,sexism
sexism,discrimination
sexism,prejudice
sexism,attitude
misogyny,aversion
campfire,fire
fire,combustion
fire,physical phenomenon
campfire,light source
light source,radiator
light source,source
hitman,murderer
Air,Air Tamajeq
Air Tamajeq,Tuareg
tourist,traveler
traveler,person
tourist,vacationer
vacationer,human
group dynamics,social interaction
social interaction,interaction
social interaction,social phenomenon
social interaction,social behavior
occultism,occultism
intercultural marriage,marriage
intercultural marriage,intercultural relationship
intercultural relationship,intimate relationship
island,landmass
landmass,geographic region
landmass,physico-geographical object
island,landform
landform,geomorphological unit
island,geographic location
swimming,swimming
swimming,intentional human activity
swimming,aquatic locomotion
swimming,water sport
swimming,Olympic sport
economic materialism,attitude
beach,shore
shore,physico-geographical object
beach,coastal landform
coastal landform,landform
aquatic locomotion,locomotion
aquatic locomotion,swimming (passive or active)
drug,chemical substance
chemical substance,material
chemical substance,chemical entity
drug,xenobiotic
xenobiotic,chemical substance
philosophy,knowledge system
gladiator,combatant
combatant,person
Gladiator,fighter
Gladiator,fighter biplane
fighter biplane,fighter
fighter biplane,biplane
Mission to Mars,amusement ride
downward social mobility,social mobility
downward social mobility,transition
blindness,visual impairment
visual impairment,vision disorder
visual impairment,sensory loss
visual impairment,eye disease
blindness,eye disease
eye disease,sensory system disease
eye disease,eye and adnexa disease
eye disease,organ-specific disease
blindness,vision symptom
vision symptom,vision disorder
vision symptom,eye symptom
blindness,sensory disability
sensory disability,disability
experiment,test
test,estimation
test,evaluation
Social issues in China,social issue
personality changes,symptom
symptom,health problem
symptom,risk measure
symptom,physiological condition
symptom,clinical finding
personality changes,personality disorder
personality disorder,mental disorder
personality disorder,particular disease
invisibility,state
anthology film,film
anthology film,artwork series
artwork series,series of creative works
artwork series,item of collection or exhibition
artwork series,group of artificial physical objects
anthology film,group of works
group of works,group
beach party film,exploitation film
beach party film,teen film
Shaft,cavity
cavity,concrete object
cavity,absence
paranoia,schizophrenia spectrum disorder
schizophrenia spectrum disorder,psychosis
schizophrenia spectrum disorder,spectrum disorder
schizophrenia spectrum disorder,mental and behavioural disorders
police corruption,corruption
police corruption,police misconduct
outlaw motorcycle club,motorcycle club
motorcycle club,club
outlaw motorcycle club,criminal organization
privacy,civil and political rights
civil and political rights,law
civil and political rights,human rights
civil and political rights,rights
privacy,rights
rights,agreement
rights,legal concept
privacy,secrecy
Nazi exploitation,exploitation film
Ben Davis,apple
super robot,mecha
mecha,anime
mecha,science fiction
David di Donatello,film award
pleasure,positive emotion
positive emotion,emotion
pleasure,emotion
The Running Man,dance
pain,perception
pain,symptom
pain,unpleasantness
unpleasantness,sensation
pain,sensation perception
sensation perception,neurological symptom
pain,clinical sciences
hell,realm of the dead
realm of the dead,otherworld
Meridian,communications satellite
narcissism,dark triad
dark triad,personality type
empire,monarchy
monarchy,monarchic system
empire,political territorial entity
spoiled child,spoiled person
spoiled person,maladjustment
Meridian,table apple
Jews in Hungary,Jewish people
Jewish people,Semitic people
domestication,evolution
empire,empire
empire,realm
realm,state
realm,territory
empire,sovereign state
sovereign state,country
sovereign state,state
brother,sibling
sibling,first-degree relative
brother,male human
male human,human
male human,male organism
Robert Award for Best Production Design,award for best production design
brother,religious
religious,monk
religious,religious (Western Christianity)
Robert Award for Best Costume Design,award for best costume design
robinsonade,adventure fiction
survival skill,skill
skill,knowledge
skill,aptitude
school,building
building,architectural structure
building,facility
school,educational institution
educational institution,service provider
educational institution,educational organization
pedagogy,education
pedagogy,Geisteswissenschaften
Geisteswissenschaften,human science
Three Rivers,Nunusaku
Nunusaku,East Central Maluku
siren,mythical hybrid
mythical hybrid,mythical creature
mythical hybrid,liminal being
siren,waterwoman
waterwoman,water spirit
sexual fantasy,fantasy
siren,sound generator
sound generator,appliance
siren,interruptive free aerophone
interruptive free aerophone,free aerophone
sexual relationship,interpersonal relationship
sexual relationship,intimate relationship
social expectation,expectation
expectation,mental projection
prison escape,crime
prison escape,escape
help,cooperation
cooperation,association
help,collaboration
collaboration,activity
TIM,protein-coding gene
historical event,past occurrence
ballet,choreographic work
choreographic work,performance work
choreographic work,dramatico-musical work
ballet,theatrical work
theatrical work,work of art
theatrical work,performance work
stereotype,cognitive bias
cognitive bias,bias
cognitive bias,psychological phenomenon
stereotype,data model
data model,data set
data model,conceptual model
stereotype,printmaking
printmaking,printing
printmaking,artistic technique
Yahoo,fictional humanoid
stereotype,form (printing)
form (printing),form
ballet,western classical music
western classical music,art music
ballet,dance music
dance music,functional music
dance music,entertainment music
ballet,theatre music
theatre music,score
ballet,performing arts
ballet,concert dance
concert dance,dance
Olympic Games,multi-sport event
multi-sport event,sports competition
Olympic Games,recurring sports event
recurring sports event,sports competition
recurring sports event,recurring event
Olympic Games,international competition
international competition,competition
whaling,whaling
whaling,fishing
Nuremberg Rally,party conference
party conference,convention
party conference,congress
Gran Canaria,Spanish wine
Spanish wine,wine
fishing,hunting
Christian fiction,Christian literature
Christian literature,religious literature
Christian fiction,religious fiction
religious fiction,fiction
witch,magician
magician,occultist
Fuzz,effects unit
effects unit,electronic musical instrument
effects unit,electronic means
Europa,launch vehicle
supernatural horror film,horror film
supernatural horror film,supernatural film
supernatural horror film,supernatural horror
supernatural horror,supernatural fiction
supernatural horror,horror fiction
cocaine,tropane alkaloids
tropane alkaloids,alkaloid
tropane alkaloids,tropane
auto race,race
race,sporting event
Salvador,grape
grape,berry
Suffolk,sheep
breeches role,role
September,month of the Gregorian calendar
month of the Gregorian calendar,month
immigration to the United States,immigration
immigration,human migration
immigration to the United States,emigration
emigration,human migration
September,month of the Roman calendar
month of the Roman calendar,month
human migration,occurrence
human migration,migration
migration,motion
Teenage rebellion,teenage behaviour
teenage behaviour,human behavior
Teenage rebellion,defiance
defiance,point of view
psychoanalysis,psychiatry
psychoanalysis,psychology
psychology,health sciences
psychology,human science
Alice,table apple
vacation,leave of absence
leave of absence,occurrence
leave of absence,absence
Queens,cocktail
vacation,leisure
leisure,human behavior
vacation,time interval
time interval,property
time interval,temporal entity
White Lady,ghost
White Lady,cocktail
White Lady,short drink
Alice,mango
Cocktail,pornographic magazine
pornographic magazine,pornography
pornographic magazine,magazine
pornographic magazine,nude magazine
Cocktail,men's magazine
men's magazine,popular magazine
knight,hippogonal
hippogonal,fairy chess piece
knight,non-pawn chess piece
non-pawn chess piece,chess piece
knight,warrior
warrior,person
warrior,combatant
knight,knight
knight,grade of an order
grade of an order,award
grade of an order,title of honor
grade of an order,rank
grade of an order,class of award
knight,face card
face card,playing card
warrior,image
warrior,human figure
Hong Kong Film Award for Best Screenplay,award for best screenplay
Satellite Award for Best Documentary Film,award for best film by genre
Broadcast Film Critics Association Award for Best Documentary Film,award for best film by genre
surf film,sport film
bank robbery,robbery
robbery,misdemeanor
robbery,violent crime
robbery,theft
Chopper,custom motorcycle
custom motorcycle,motorcycle
custom motorcycle,modding
eugenics,ideology
research expedition,research
research expedition,expedition
expedition,organization
expedition,exploration
research expedition,data collection
data collection,collecting
data collection,activity
Chopper,hip hop music
elitism,political ideology
political ideology,ideology
F9,protein-coding gene
Bully,Mario franchise enemy
Mario franchise enemy,enemy
Mario franchise enemy,Mario franchise character
F9,gene
slice of life,work of art
Czech Lion Awards,film award
Internet,concept
concept,aptitude
concept,mental representation
concept,abstract object
Internet,telecommunications network
telecommunications network,infrastructure
telecommunications network,communications system
telecommunications network,network
biopunk,cyberpunk
gathering,activity
Lumumba,long drink
gathering,knitting
knitting,textile process
culture of France,culture of Europe
culture of Europe,culture
gleaning,harvest
harvest,cultivation
harvest,agricultural activity
harvest,gathering
foraging,animal behaviour
gathering,gathering
gleaning,foraging
gathering,meeting
Doomsday,occurrence
Doomsday,future event
rocker,hand tool
hand tool,tool
climate catastrophe,disaster
rocker,subculture
subculture,culture
subculture,social group
Australian Aboriginal cultures,culture
team rivalries in sports,sport rivalry
sport rivalry,rivalry
mod,software
software,product
software,means
software,creative work
software,written work
mod,modification
modification,change
rocker,laboratory equipment
laboratory equipment,equipment
laboratory equipment,science and laboratory product
mod,rock music
paganism,religion
خرافة الدين الابراهيمي,monotheistic religion
monotheistic religion,religion
Cameroon,sheep
identity theft,fraud
identity theft,theft
theft,crime
infanticide,crime
infanticide,homicide
infanticide,Infanticide
Infanticide,animal behaviour
infanticide,death of one's child
death of one's child,death of a close person
Blaze,fictional creature
horse racing,horse race
horse race,equestrian sport
horse race,animal racing
merge,connection
connection,occurrence
connection,action
merge,operation
operation,change
operation,process
Blaze,table apple
Blaze,yal
vocation,occupation
Paradise,cocktail
conflict,problem
shyness,emotion
imagination,aptitude
farce,comedy
farce,theatre
theatre,performance work
Goya Award for Best Artistic Direction,award for best production design
Goya Award for Best Sound,award for best sound editing
award for best sound editing,film award category
art director,artist
art director,film crew
film crew,production team
art director,cartoonist
cartoonist,graphic artist
cartoonist,humorist
cartoonist,drawer
art director,director
director,artist
director,manager
director,creator
dialogue writer,screenwriter
screenwriter,writer
director,chief manager
director,leader of organization
social invisibility,social phenomenon
Ali,Yakamul
Yakamul,Schouten
Ali,Gbaya
Gbaya,Ubangian
Gbaya,Gbaya-Manza-Ngbaka
Tango,cocktail
Tango,soft drink
university,geographic location
pattern recognition,machine learning
machine learning,mathematics
machine learning,artificial intelligence
machine learning,computer science
enmity,interpersonal relationship
The One,beer
beer,mixture
beer,fermented alcoholic beverage
Tape,Malekula Interior
Malekula Interior,North and Central Vanuatu
pattern recognition,mental process
university,higher education institution
higher education institution,educational institution
university,academic institution
academic institution,research institute
academic institution,educational institution
academic institution,cultural institution
schizophrenia,schizophrenia spectrum disorder
schizophrenia,particular disease
schizophrenia,psychotic disorder
psychotic disorder,cognitive disorder
memory,information
information,abstract object
memory,content
content,abstract object
memory,computer hardware
computer hardware,electronic machine
memory,information storage medium
information storage medium,media
subjectivity,quality
reliability,quality
abandonment,emotional state
emotional state,mental state
witness,person linked to the law
person linked to the law,person
honor,concept
Edo,historical region
historical region,administrative territorial entity
historical region,geographic region
historical region,historical geographic location
historical region,former geographical object
reliability,aptitude
reliability,reliability
reliability,property
abandonment,intentional human activity
abandonment,occurrence
abandonment,legal action
legal action,intentional human activity
abandonment,end
end,part
end,extremity
recollection,thinking
recollection,recall
recollection,qualia
qualia,entity
suffering,sense
sense,aptitude
suffering,qualia
suffering,sentiment
sentiment,perception
sentiment,point of view
Jidaigeki,historical drama
assessment,intellectual activity
assessment,evaluation
evaluation,method
evaluation,process
assessment,value judgment
value judgment,judgment
care,activity
Edo,Edoid
Edoid,Volta–Niger
physician,health professional
health professional,health care provider
health professional,intellectual and scientific professionals
learning or memory,cognition
learning or memory,animal behaviour
truth,proposition
Z,vehicle markings
vehicle markings,mark
betrayal of secrets,betrayal
MASH,paper-and-pencil game
paper-and-pencil game,tabletop game
spy,intelligence agent
intelligence agent,person linked to the law
secret service,government agency
government agency,government organization
whistleblower,civil disobedience
civil disobedience,protest
civil disobedience,civil resistance
whistleblower,activist
activist,person
activist,personality trait
samurai cinema,martial arts film
Silver Bullet,motor car
humiliation,remorse
remorse,regret
Enigma,rotor machine
rotor machine,cipher machine
Natchez,indigenous languages of the Americas
indigenous languages of the Americas,human language
BIFA Award for Best Performance by an Actress in a British Independent Film,award for best performance
horror anime and manga,anime and manga
anime and manga,cartoon
anime and manga,narrative
horror anime and manga,horror fiction
science fiction anime and manga,anime and manga
mistress,lifestyle
mistress,concubine
concubine,woman
concubine,wife
concubine,spouse
concubine,consort
mistress,consort
consort,spouse
mistress,paramour
paramour,lover
MBP,protein-coding gene
gastronomy,hospitality industry
hospitality industry,tertiary sector of the economy
hospitality industry,industry
hospitality industry,service
gastronomy,arts
arts,humanities
arts,group
last wish,wish
Political Film Society Award for Human Rights,human rights award
human rights award,award
Pink,pink
pink,color
MBP,gene
foster child,non-biological child
non-biological child,child
death of a sibling,death of a close person
social dependency,social relation
social dependency,dependency
dependency,correlation
dependency,relation
Greek American,European Americans
European Americans,Americans
Santorini,Greek wine
Greek wine,wine
Greek wine,viticulture
Formentera,Illes Balears
Illes Balears,Vino de la Tierra
ambivalence,emotion
ambivalence,conflict
Santorini,vegetable
vegetable,food ingredient
vegetable,plant-based food
toxic relationship,interpersonal relationship
toxic relationship,psychological abuse
psychological abuse,domestic violence
psychological abuse,abuse
psychological abuse,psychological manipulation
Tadpole,fictional frog or toad
fictional frog or toad,fictional amphibian
Sunrise,table apple
Sunrise,experimental aircraft
experimental aircraft,purpose-designed aircraft
Tadpole,yal
mecha,fictional mode of transport
fictional mode of transport,fictional collective entity
mecha,fictional vehicle
fictional vehicle,fictional mode of transport
fictional vehicle,fictional object
Snow Dogs,motorcycle
motorcycle,two-wheeler
motorcycle,motor vehicle
motorcycle,road vehicle
motorcycle,single-track vehicle
motorcycle,motorcycle based vehicle
cinematic fairy tale,fantasy film
cinematic fairy tale,children's film
Eve,apple
Tunis,sheep
The Peanuts,female
cannibal film,horror film
home invasion,crime
home invasion,thriller film
Zulu,Nguni
Nguni,Southern Bantu
political murder,murder
Australian Film Institute Award for Best Screenplay,award for best screenplay
Android,mobile operating system
mobile operating system,operating system
mobile operating system,mobile software
burlesque,composed musical work
composed musical work,musical work
burlesque,variety show
variety show,television program
variety show,performing arts
